age,job,marital,education,balance,day,month,duration,campaign,pdays,previous,outcome,y
59,admin,married,primary,94550,16,oct,3489,5,3,8,failure,no
79,technician,divorced,primary,72383,22,aug,1471,3,5,0,failure,yes
28,admin,married,secondary,68417,16,oct,337,5,25,9,unknown,no
60,blue-collar,married,primary,39182,9,oct,3081,1,24,3,failure,yes
34,technician,divorced,secondary,61589,18,oct,3412,6,14,0,failure,yes
49,retired,married,primary,71235,13,jan,2392,7,23,1,unknown,no
57,management,single,secondary,22180,11,mar,976,2,7,1,success,no
40,retired,married,primary,62372,25,aug,4978,3,27,9,success,yes
73,unemployed,divorced,tertiary,49372,10,nov,2245,9,21,4,unknown,no
23,retired,single,tertiary,67086,29,aug,4068,8,13,0,success,no
67,management,single,primary,20163,10,oct,1703,4,2,9,success,no
54,unemployed,single,secondary,61089,6,aug,871,8,29,2,unknown,yes
81,management,single,secondary,93211,16,nov,3409,8,18,5,unknown,yes
71,student,married,secondary,30934,25,dec,2589,6,21,0,unknown,yes
89,management,married,tertiary,53595,12,nov,4552,1,22,0,failure,yes
66,technician,single,tertiary,24592,4,jul,1549,2,5,2,unknown,yes
28,admin,divorced,tertiary,21039,5,feb,3507,4,25,8,unknown,yes
66,student,single,secondary,62099,2,mar,4461,4,12,1,unknown,yes
38,student,married,secondary,87262,19,sep,2621,2,28,5,unknown,yes
83,admin,single,secondary,98510,1,feb,2529,9,24,2,success,yes
80,student,married,primary,32018,4,jul,2157,2,2,5,unknown,yes
45,management,single,primary,51158,12,jan,2356,6,2,6,unknown,no
34,retired,divorced,primary,2558,2,mar,159,5,22,6,failure,yes
23,blue-collar,single,tertiary,30174,12,jan,4939,4,26,1,failure,yes
36,management,divorced,tertiary,93941,16,jun,2102,6,12,2,success,no
73,unemployed,divorced,secondary,40631,2,apr,2808,4,23,3,unknown,yes
45,unemployed,single,primary,65687,17,jan,1999,9,5,7,unknown,yes
83,retired,divorced,secondary,13552,26,may,2581,7,13,4,unknown,no
55,retired,divorced,primary,33065,28,apr,2993,3,10,0,failure,yes
54,student,married,primary,614,2,nov,2934,4,12,8,success,no
85,technician,married,secondary,32647,4,oct,2311,1,11,0,failure,yes
66,technician,divorced,secondary,55940,6,nov,2795,6,28,1,unknown,yes
60,student,single,primary,-1380,29,oct,4328,2,17,6,failure,no
53,student,divorced,primary,21082,28,feb,4328,4,10,2,unknown,yes
75,admin,single,tertiary,19891,23,jul,3588,5,14,5,unknown,no
30,admin,married,secondary,60395,7,dec,3116,8,24,7,unknown,yes
69,blue-collar,single,secondary,48955,23,aug,4653,3,14,4,success,no
75,blue-collar,divorced,secondary,30314,15,apr,3747,6,-1,0,failure,no
49,blue-collar,divorced,secondary,21500,20,sep,1949,1,13,9,unknown,yes
77,blue-collar,divorced,primary,51685,12,mar,1459,9,3,2,unknown,yes
75,retired,divorced,tertiary,62783,5,jun,4430,1,4,1,success,yes
73,retired,divorced,secondary,98229,14,nov,2451,2,25,5,success,no
45,admin,single,primary,48189,16,jul,4351,1,23,4,unknown,no
18,technician,divorced,primary,91554,11,jul,3067,8,19,6,unknown,yes
59,student,married,primary,17567,12,jun,4090,4,15,1,unknown,no
65,unemployed,divorced,primary,23978,19,sep,2988,2,9,5,unknown,no
57,technician,single,primary,74089,17,jan,771,7,25,4,success,no
80,management,divorced,secondary,7630,30,sep,1111,8,2,5,failure,no
93,retired,divorced,secondary,10003,24,sep,3311,9,16,4,success,no
89,blue-collar,single,tertiary,39444,26,apr,4406,5,18,6,success,yes
21,blue-collar,divorced,secondary,84184,27,dec,1594,3,12,4,failure,yes
55,management,single,primary,29607,7,dec,2729,1,21,6,unknown,no
44,technician,divorced,tertiary,22821,30,may,1281,8,7,0,unknown,yes
26,blue-collar,married,primary,12601,9,mar,3585,6,26,8,failure,no
33,technician,divorced,primary,43904,14,jul,2828,5,1,5,success,no
73,student,single,secondary,69657,26,feb,2373,7,1,8,unknown,yes
93,management,married,primary,36557,20,aug,4885,5,9,0,failure,no
48,unemployed,single,secondary,50523,12,sep,341,4,18,1,failure,yes
31,technician,divorced,primary,79846,15,jun,4933,5,21,6,failure,yes
42,student,married,tertiary,48502,12,sep,4723,7,20,3,unknown,yes
51,technician,single,primary,20098,21,jun,2818,6,28,9,failure,yes
84,technician,married,secondary,43902,21,mar,2925,9,3,0,success,no
41,blue-collar,married,primary,87067,29,oct,1272,2,2,4,success,no
90,admin,single,secondary,37253,23,mar,709,7,10,3,failure,no
43,retired,married,secondary,73516,13,feb,738,1,22,5,failure,no
37,technician,single,tertiary,99929,9,may,1778,8,10,6,failure,no
81,technician,married,secondary,42280,24,apr,4590,4,2,2,success,yes
27,technician,married,tertiary,6951,7,dec,4130,8,1,5,unknown,no
84,admin,married,tertiary,6117,30,jun,3718,8,21,1,success,yes
41,student,divorced,primary,23979,1,may,4913,4,0,9,failure,no
22,unemployed,divorced,tertiary,72525,28,jun,9,4,2,3,unknown,no
84,unemployed,single,secondary,14915,10,apr,1737,5,22,9,unknown,yes
75,management,married,secondary,57261,29,mar,2578,7,2,8,failure,no
44,blue-collar,single,tertiary,93071,6,jan,1558,6,24,6,failure,no
32,admin,divorced,primary,95660,26,may,2142,1,26,1,success,yes
52,student,divorced,tertiary,96902,15,jun,2623,6,5,5,success,yes
93,technician,divorced,tertiary,70964,15,may,4000,3,0,3,success,no
70,student,divorced,secondary,88417,9,may,4545,9,9,7,failure,no
61,admin,single,primary,68440,13,dec,2143,3,3,7,unknown,yes
43,admin,married,primary,33677,23,jun,864,9,26,0,success,no
64,admin,single,primary,47830,1,apr,1800,5,11,7,failure,yes
51,management,married,primary,50536,9,dec,3452,8,2,9,unknown,yes
67,retired,divorced,secondary,6922,3,apr,2716,9,7,6,failure,no
29,blue-collar,married,primary,94696,30,nov,4302,9,5,0,failure,yes
21,management,divorced,primary,65561,9,aug,1809,7,28,2,failure,no
65,management,single,primary,11220,20,nov,4945,1,23,4,success,no
72,retired,married,secondary,43958,25,aug,4341,8,25,2,failure,yes
18,management,single,secondary,51380,29,dec,1997,7,27,2,failure,no
83,admin,divorced,primary,766,15,mar,2931,4,11,0,failure,no
47,admin,single,secondary,82018,24,jul,2130,6,8,7,success,no
20,student,divorced,tertiary,31159,7,may,4412,2,5,8,failure,yes
38,technician,divorced,primary,8935,4,may,2692,4,16,4,failure,yes
66,management,divorced,secondary,1784,25,dec,3176,8,26,0,success,no
79,technician,single,primary,86586,20,mar,2796,4,16,0,failure,no
55,blue-collar,single,primary,18221,17,feb,4695,4,0,8,unknown,yes
32,unemployed,married,secondary,27179,22,mar,1555,4,19,0,failure,yes
69,admin,married,tertiary,16069,4,jul,3690,9,-1,8,failure,no
63,student,single,primary,33682,26,mar,4936,2,11,2,success,no
42,blue-collar,single,tertiary,54268,19,nov,3572,7,21,2,success,no
38,student,single,secondary,89530,28,feb,4443,3,0,3,success,yes
22,unemployed,single,primary,92303,5,apr,330,4,2,4,success,yes
87,unemployed,divorced,secondary,75818,16,dec,4705,1,7,5,unknown,yes
64,retired,divorced,secondary,18110,3,may,1944,3,6,5,failure,no
85,admin,divorced,secondary,29232,11,jul,4839,2,24,9,failure,yes
35,blue-collar,single,secondary,42273,25,jan,3958,7,16,8,unknown,no
38,retired,divorced,primary,68487,28,aug,4664,6,28,0,success,yes
40,unemployed,divorced,tertiary,53210,22,oct,1684,1,14,8,failure,yes
81,blue-collar,married,tertiary,71191,15,mar,2436,8,2,3,unknown,no
84,student,married,primary,27461,19,nov,970,9,2,6,failure,yes
57,retired,divorced,primary,2610,21,jun,746,1,16,5,unknown,no
27,retired,divorced,tertiary,54973,24,apr,2184,5,0,8,unknown,yes
69,admin,divorced,tertiary,95153,14,may,1384,7,19,1,failure,yes
89,technician,single,primary,81004,16,oct,4030,2,9,1,success,yes
92,student,married,secondary,5583,24,dec,1018,6,18,6,success,no
78,student,married,primary,23583,6,jun,2578,8,29,8,unknown,yes
81,retired,married,tertiary,15701,5,feb,4111,8,22,4,success,yes
22,retired,divorced,secondary,4880,21,mar,4663,8,2,6,failure,no
70,admin,single,tertiary,98653,17,aug,3940,6,29,7,unknown,yes
72,technician,married,secondary,87257,16,aug,2024,6,29,7,failure,yes
54,student,married,tertiary,49845,2,jan,1542,3,22,3,failure,no
73,unemployed,single,secondary,90390,28,oct,2711,2,12,9,success,yes
76,management,divorced,primary,70417,11,aug,3046,5,19,6,failure,yes
86,management,divorced,primary,1722,4,nov,1454,9,15,0,unknown,no
90,technician,married,secondary,18077,6,feb,3003,4,28,3,unknown,yes
76,blue-collar,married,secondary,78868,27,oct,1702,5,28,4,failure,yes
19,admin,single,primary,11229,7,oct,4420,6,23,9,failure,no
82,technician,married,primary,71338,17,aug,3873,6,6,6,unknown,yes
77,management,single,secondary,59679,8,dec,121,4,-1,5,success,yes
68,retired,married,secondary,85637,28,oct,1476,4,26,3,success,yes
47,management,married,primary,9439,1,may,265,8,17,2,success,no
28,retired,married,tertiary,33902,25,jan,27,5,17,5,failure,no
93,admin,divorced,primary,598,15,aug,2124,5,29,9,failure,no
56,retired,single,secondary,90297,20,dec,431,9,19,4,unknown,no
94,technician,single,secondary,2052,12,may,4974,4,5,2,unknown,yes
89,retired,divorced,tertiary,10741,15,jan,3777,7,-1,3,unknown,yes
80,blue-collar,divorced,primary,67360,23,apr,4531,5,-1,1,unknown,no
81,technician,divorced,secondary,34288,27,jan,1085,9,8,8,success,no
78,admin,single,primary,-751,30,sep,2094,8,11,6,failure,no
71,technician,married,secondary,20970,22,oct,2485,8,20,9,failure,yes
90,blue-collar,divorced,tertiary,13565,15,feb,100,3,28,2,success,yes
75,admin,divorced,primary,54995,29,aug,2154,9,3,7,unknown,yes
73,management,divorced,primary,81994,9,apr,3048,8,10,7,unknown,yes
51,blue-collar,married,tertiary,49656,16,sep,4982,3,26,0,failure,no
48,admin,married,secondary,60134,30,feb,799,1,27,4,unknown,yes
69,unemployed,divorced,secondary,43765,2,dec,3822,5,1,4,failure,yes
93,retired,married,primary,14,15,mar,1295,4,27,2,success,no
18,technician,divorced,tertiary,68480,15,feb,434,8,17,1,failure,no
72,admin,married,primary,97252,27,oct,3804,6,2,0,success,yes
39,technician,single,primary,12012,7,may,2613,5,13,3,unknown,yes
57,retired,single,secondary,55498,27,nov,915,9,11,9,failure,yes
18,admin,married,secondary,66776,21,jan,2275,6,9,1,unknown,no
82,management,single,secondary,59711,13,dec,4640,3,24,4,unknown,no
80,unemployed,single,secondary,40530,23,mar,647,6,0,9,unknown,no
71,unemployed,single,secondary,77267,17,jan,2295,4,27,1,failure,no
59,blue-collar,divorced,tertiary,16018,11,oct,4078,5,7,0,unknown,no
38,admin,married,primary,15916,27,aug,1431,6,27,9,failure,yes
39,retired,married,tertiary,38376,10,dec,2361,9,10,9,unknown,yes
55,admin,married,primary,91140,25,apr,4132,3,2,9,success,yes
25,technician,single,secondary,63046,1,mar,723,1,24,9,failure,yes
79,student,divorced,tertiary,56742,14,aug,1547,2,17,8,success,yes
64,admin,married,primary,83566,5,sep,979,8,8,1,success,yes
34,unemployed,single,secondary,75125,30,aug,83,4,9,9,failure,yes
34,unemployed,divorced,secondary,85519,8,jun,3486,7,5,3,failure,no
30,unemployed,divorced,tertiary,10437,1,mar,1365,2,11,2,failure,yes
34,management,married,tertiary,60146,7,aug,4814,8,7,0,unknown,no
55,admin,married,tertiary,25618,2,may,549,9,10,7,unknown,yes
62,blue-collar,single,secondary,48767,7,may,3492,7,27,1,success,yes
23,admin,married,primary,7705,7,dec,2762,1,0,7,failure,no
52,student,single,primary,55146,9,sep,3853,2,28,0,success,no
31,unemployed,divorced,tertiary,86216,22,jan,4682,9,20,5,unknown,yes
89,technician,divorced,primary,78912,4,jul,3199,7,19,3,success,yes
78,unemployed,divorced,secondary,49750,23,aug,151,3,-1,2,success,yes
32,admin,divorced,primary,88956,7,nov,3498,5,25,0,failure,yes
71,management,married,secondary,42379,20,oct,2212,1,5,9,failure,yes
44,retired,married,tertiary,50682,18,mar,2985,3,-1,0,success,no
30,admin,single,primary,62713,13,aug,4094,4,24,6,unknown,no
48,admin,single,secondary,54919,11,jan,1567,4,23,5,success,no
52,blue-collar,single,tertiary,58384,9,aug,211,7,14,2,unknown,yes
77,management,single,tertiary,49128,14,jul,4837,5,2,1,success,yes
23,student,single,tertiary,-165,8,apr,2179,9,28,9,success,no
86,retired,divorced,tertiary,19283,21,nov,3223,7,6,2,failure,no
75,unemployed,divorced,primary,47506,14,jul,4191,2,15,7,success,yes
66,technician,divorced,secondary,51625,21,oct,1526,8,19,6,unknown,yes
40,admin,single,primary,33963,17,nov,521,2,17,6,success,yes
51,student,divorced,secondary,7179,27,jul,3946,7,2,4,success,yes
43,retired,divorced,tertiary,92440,25,oct,1702,5,26,9,unknown,yes
64,technician,divorced,primary,97210,27,dec,17,6,2,2,success,no
22,student,divorced,tertiary,9955,14,jan,3480,4,6,0,success,no
37,management,married,secondary,5198,26,mar,1719,5,8,0,success,yes
23,management,single,tertiary,65156,27,jul,3316,5,24,5,success,yes
87,retired,single,primary,42588,24,nov,4014,7,27,3,unknown,yes
76,unemployed,married,primary,9766,5,may,878,4,14,6,unknown,yes
81,technician,divorced,secondary,94626,10,sep,593,5,17,9,unknown,yes
35,management,divorced,secondary,51570,6,jul,4738,4,-1,9,unknown,yes
21,retired,divorced,primary,67874,28,mar,4896,4,3,9,success,yes
34,management,single,primary,46679,10,jan,4550,8,0,0,unknown,yes
31,management,single,primary,3301,11,may,1609,5,27,5,success,no
30,student,single,primary,13144,26,oct,875,9,25,6,failure,yes
24,student,single,secondary,11784,24,may,3231,5,14,0,success,no
61,management,single,primary,65959,6,jul,2448,8,11,1,success,no
32,blue-collar,married,secondary,6272,10,jan,4557,3,29,8,unknown,yes
36,student,single,primary,-427,14,oct,2136,7,28,8,unknown,yes
80,technician,divorced,primary,22419,20,feb,2053,1,4,5,unknown,no
52,retired,single,tertiary,80339,3,nov,83,5,2,3,failure,yes
52,retired,married,tertiary,96770,7,jun,1439,2,23,6,success,yes
36,unemployed,divorced,primary,46555,29,aug,2668,8,5,4,failure,yes
37,technician,married,secondary,3176,2,apr,2219,6,0,2,success,no
52,technician,divorced,primary,34161,7,mar,698,5,21,3,success,yes
49,technician,single,tertiary,61440,17,mar,1820,3,8,1,failure,no
65,unemployed,married,primary,56862,13,mar,4625,1,12,5,failure,yes
61,technician,divorced,tertiary,13164,26,feb,4414,8,6,2,success,yes
41,admin,single,primary,75758,21,jan,1098,5,1,6,failure,no
78,unemployed,divorced,primary,23379,9,may,2894,9,1,3,unknown,no
34,retired,married,secondary,89189,13,oct,3417,7,25,7,success,no
88,admin,married,tertiary,81552,15,may,248,1,0,0,unknown,yes
67,unemployed,married,tertiary,16368,13,may,4482,1,26,8,failure,yes
82,management,married,tertiary,87041,17,apr,1957,7,29,2,unknown,no
49,management,single,secondary,30771,8,mar,1890,7,15,2,failure,no
53,retired,divorced,primary,62950,9,dec,4458,9,17,4,unknown,yes
30,management,single,secondary,38245,9,mar,3367,2,8,9,failure,yes
87,technician,married,primary,96906,8,feb,2115,7,10,0,success,yes
75,unemployed,divorced,secondary,70792,16,may,3063,2,25,2,success,yes
31,admin,married,secondary,41327,20,apr,1806,2,21,3,success,yes
54,technician,single,tertiary,44454,30,jun,295,5,9,1,success,no
85,management,single,secondary,91787,30,feb,2694,9,7,5,failure,yes
57,student,single,primary,44741,7,feb,1991,9,28,9,unknown,yes
76,admin,divorced,secondary,29977,17,aug,3939,1,23,3,success,yes
33,technician,divorced,secondary,96200,7,jun,31,7,11,0,failure,no
79,unemployed,married,primary,4714,6,mar,4650,3,4,2,failure,no
21,retired,divorced,tertiary,75237,5,may,3875,1,12,6,success,yes
62,technician,divorced,primary,12891,17,mar,4400,2,29,2,success,yes
45,student,single,primary,99555,8,nov,792,6,20,5,failure,no
83,management,married,primary,50299,26,feb,4191,2,9,5,unknown,yes
48,admin,single,secondary,63167,1,mar,1089,2,3,0,failure,no
20,retired,married,secondary,63124,16,jan,229,4,29,1,success,no
25,admin,married,primary,91052,17,jul,2780,3,0,9,success,no
41,retired,divorced,primary,56639,30,jun,4453,8,5,5,success,yes
32,unemployed,single,tertiary,38912,3,may,4497,8,15,1,unknown,no
60,admin,divorced,secondary,73452,13,jun,789,6,4,1,unknown,yes
48,management,divorced,secondary,66446,8,aug,4194,4,12,3,unknown,no
90,unemployed,divorced,secondary,81790,16,mar,4366,7,2,7,failure,no
62,unemployed,married,secondary,59516,24,mar,1798,9,1,5,failure,no
83,retired,single,primary,42250,30,dec,3980,2,29,7,unknown,no
25,blue-collar,single,primary,34116,7,may,4457,6,9,3,unknown,no
88,admin,divorced,tertiary,81521,21,may,3240,7,27,2,success,yes
74,admin,married,secondary,20151,15,nov,4635,1,-1,6,success,no
47,technician,single,secondary,69366,24,jan,3856,6,12,6,failure,no
91,retired,single,primary,42297,2,apr,4928,8,4,1,unknown,yes
35,student,divorced,tertiary,38888,24,sep,313,7,27,0,unknown,yes
86,blue-collar,married,primary,54195,28,aug,232,2,21,7,failure,no
56,management,divorced,secondary,82010,27,mar,3507,2,25,2,unknown,yes
77,technician,single,secondary,69016,2,may,1029,4,15,5,success,no
60,blue-collar,married,tertiary,72979,10,may,3606,5,25,6,unknown,no
62,retired,divorced,primary,52334,5,jul,2711,5,15,7,failure,no
40,blue-collar,single,secondary,96474,27,aug,4339,2,21,5,failure,yes
86,unemployed,divorced,secondary,66345,29,sep,2288,7,9,6,unknown,no
23,admin,divorced,tertiary,37761,4,jul,3999,8,26,4,failure,yes
73,unemployed,divorced,secondary,24930,15,feb,2605,2,20,2,success,no
21,admin,married,secondary,57117,13,aug,3344,4,5,1,success,no
40,technician,single,primary,21095,17,aug,2122,3,29,6,success,yes
23,retired,single,tertiary,75482,21,nov,2330,4,11,7,unknown,no
49,retired,single,tertiary,1991,23,feb,3779,5,6,7,failure,no
35,blue-collar,single,tertiary,21519,1,jun,4182,6,6,2,success,yes
32,technician,married,primary,24657,18,oct,880,2,7,1,failure,yes
57,retired,divorced,tertiary,-1174,28,jan,2977,6,27,8,failure,no
90,student,single,secondary,40625,15,nov,1172,9,23,5,failure,no
91,student,married,tertiary,80049,14,jul,159,8,5,9,success,yes
23,unemployed,divorced,secondary,15801,9,oct,2493,1,23,2,failure,no
80,admin,married,tertiary,27846,12,feb,2129,9,20,4,success,no
84,blue-collar,married,tertiary,37566,5,may,3078,2,7,0,success,yes
28,management,single,primary,21157,30,jul,2229,1,9,1,success,yes
60,admin,single,tertiary,26363,29,oct,2917,6,0,8,unknown,no
34,technician,divorced,tertiary,48559,23,nov,3013,1,25,9,failure,yes
21,retired,divorced,primary,3136,2,sep,1549,6,16,9,unknown,yes
80,admin,single,secondary,55937,23,jan,4573,2,28,2,unknown,yes
85,management,married,tertiary,15421,23,sep,3385,7,20,7,unknown,no
58,management,single,tertiary,76027,7,nov,1579,7,1,9,unknown,no
22,student,divorced,secondary,5546,21,may,3371,4,16,7,success,yes
49,technician,married,primary,69439,9,jun,1960,2,14,4,success,yes
87,admin,married,tertiary,44623,18,aug,3844,7,6,7,failure,no
52,blue-collar,married,primary,14406,4,nov,4697,1,21,1,failure,no
39,admin,single,secondary,78485,2,feb,2390,2,6,1,success,no
82,student,single,secondary,7825,24,dec,1419,2,4,3,failure,no
39,unemployed,divorced,primary,69823,28,jul,3917,1,23,7,failure,yes
28,management,married,secondary,32173,27,dec,3835,9,23,1,unknown,yes
